Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,12734.540039,12836.679688,12688.549805,12836.599609,12836.599609,8437380000
2020-06-09,12635.599609,12682.740234,12578.540039,12619.519531,12619.519531,6382620000
2020-06-10,12616.629883,12628.910156,12431.559570,12449.219727,12449.219727,6570840000
2020-06-11,12090.129883,12099.179688,11636.009766,11659.169922,11659.169922,7018890000
2020-06-12,11999.480469,12030.940430,11640.589844,11867.169922,11867.169922,5832250000
2020-06-15,11565.820313,11997.650391,11525.360352,11942.910156,11942.910156,5740660000
2020-06-16,12304.139648,12318.750000,11992.980469,12161.469727,12161.469727,5829240000
2020-06-17,12193.410156,12202.580078,12068.209961,12086.490234,12086.490234,4549390000
2020-06-18,11994.459961,12110.200195,11984.709961,12072.589844,12072.589844,4429030000
2020-06-19,12240.309570,12240.309570,11946.959961,11980.120117,11980.120117,8327780000
2020-06-22,11963.299805,12045.650391,11907.219727,12028.910156,12028.910156,4665380000
2020-06-23,12157.370117,12176.429688,12068.089844,12077.740234,12077.740234,4704830000
2020-06-24,11956.290039,11961.620117,11650.910156,11726.540039,11726.540039,5587200000
2020-06-25,11680.389648,11866.200195,11640.019531,11865.110352,11865.110352,4815420000
2020-06-26,11796.400391,11814.009766,11578.809570,11604.429688,11604.429688,8098120000
2020-06-29,11683.070313,11777.639648,11605.469727,11777.080078,11777.080078,4462770000
2020-06-30,11736.750000,11934.959961,11724.570313,11893.780273,11893.780273,4696280000
2020-07-01,11907.830078,11982.230469,11858.820313,11901.549805,11901.549805,4443130000
2020-07-02,12088.700195,12138.830078,11970.799805,11991.519531,11991.519531,4190830000
2020-07-06,12181.290039,12218.190430,12114.320313,12160.009766,12160.009766,4736450000
2020-07-07,12056.209961,12107.950195,11979.769531,11990.139648,11990.139648,4563700000
2020-07-08,12023.570313,12095.179688,11971.889648,12086.389648,12086.389648,4927700000
2020-07-09,12089.240234,12103.160156,11831.040039,11928.629883,11928.629883,4829020000
2020-07-10,11935.299805,12079.110352,11906.209961,12075.580078,12075.580078,4515340000
2020-07-13,12159.750000,12242.679688,12000.980469,12014.669922,12014.669922,4890780000
2020-07-14,11989.410156,12215.150391,11963.500000,12014.669922,12014.669922,4476170000
2020-07-15,12377.650391,12419.799805,12309.259766,12391.320313,12391.320313,4669760000
2020-07-16,12310.179688,12381.379883,12295.690430,12350.110352,12350.110352,3961230000
2020-07-17,12395.759766,12427.490234,12339.870117,12402.740234,12402.740234,3993830000
2020-07-20,12413.150391,12432.769531,12352.719727,12392.980469,12392.980469,3971200000
2020-07-21,12492.080078,12570.709961,12481.969727,12508.679688,12508.679688,4547960000
2020-07-22,12508.679688,12578.980469,12480.730469,12569.070313,12569.070313,4255190000
2020-07-23,12567.169922,12617.179688,12459.059570,12510.870117,12510.870117,4290460000
2020-07-24,12488.679688,12522.190430,12427.660156,12461.780273,12461.780273,3894900000
2020-07-27,12481.009766,12556.559570,12444.509766,12553.129883,12553.129883,3963910000
2020-07-28,12515.839844,12563.450195,12482.269531,12491.219727,12491.219727,4027890000
2020-07-29,12533.459961,12688.690430,12533.459961,12669.620117,12669.620117,4676300000
2020-07-30,12491.459961,12544.799805,12393.799805,12533.280273,12533.280273,4254010000
2020-07-31,12509.330078,12509.330078,12320.730469,12465.049805,12465.049805,5117260000
2020-08-03,12513.209961,12562.269531,12470.469727,12536.809570,12536.809570,4643640000
2020-08-04,12548.929688,12612.469727,12532.610352,12612.110352,12612.110352,4621670000
2020-08-05,12612.089844,12751.360352,12612.089844,12731.549805,12731.549805,4732220000
2020-08-06,12702.879883,12731.290039,12659.309570,12729.169922,12729.169922,4267490000
2020-08-07,12655.700195,12766.049805,12650.679688,12765.839844,12765.839844,4104860000
2020-08-10,12797.780273,12854.519531,12794.530273,12844.019531,12844.019531,4318570000
2020-08-11,12996.429688,13003.589844,12826.870117,12849.429688,12849.429688,5087650000
2020-08-12,12984.900391,13010.860352,12944.780273,12974.830078,12974.830078,3768560000
2020-08-13,12914.700195,12965.589844,12885.509766,12919.150391,12919.150391,3648810000
2020-08-14,12864.740234,12932.889648,12856.690430,12902.500000,12902.500000,3193400000
2020-08-17,12942.309570,12954.919922,12917.719727,12936.110352,12936.110352,3671290000
2020-08-18,12967.940430,12975.540039,12877.190430,12910.330078,12910.330078,3881310000
2020-08-19,12931.080078,12946.809570,12843.280273,12859.879883,12859.879883,3884480000
2020-08-20,12751.290039,12832.330078,12739.000000,12812.860352,12812.860352,3642850000
2020-08-21,12782.059570,12814.110352,12762.940430,12809.070313,12809.070313,3705420000
2020-08-24,12904.950195,12973.400391,12881.400391,12972.879883,12972.879883,3728690000
2020-08-25,13029.900391,13029.900391,12943.150391,13001.990234,13001.990234,3619300000
2020-08-26,13006.179688,13057.860352,12975.959961,13042.540039,13042.540039,3754360000
2020-08-27,13066.150391,13111.450195,13012.969727,13068.809570,13068.809570,3929560000
2020-08-28,13115.370117,13173.969727,13066.719727,13170.959961,13170.959961,3855880000
2020-08-31,13134.389648,13136.549805,13043.629883,13045.599609,13045.599609,4342290000
2020-09-01,13032.040039,13113.929688,13004.169922,13113.740234,13113.740234,4083110000
2020-09-02,13132.709961,13299.730469,13112.820313,13276.740234,13276.740234,4285190000
2020-09-03,13253.799805,13285.089844,12887.599609,12966.139648,12966.139648,4898680000
2020-09-04,13022.469727,13069.969727,12723.790039,12966.139648,12966.139648,4431440000
2020-09-08,12777.549805,12816.000000,12659.160156,12688.070313,12688.070313,4665600000
2020-09-09,12806.240234,12969.459961,12803.740234,12885.799805,12885.799805,3920830000
2020-09-10,12924.500000,12964.200195,12688.320313,12706.690430,12706.690430,4192250000
2020-09-11,12779.980469,12827.860352,12683.339844,12773.040039,12773.040039,3704450000
2020-09-14,12868.309570,12970.570313,12858.179688,12932.690430,12932.690430,3832130000
2020-09-15,13010.969727,13047.480469,12942.519531,12967.179688,12967.179688,4051460000
2020-09-16,13013.459961,13128.679688,12990.700195,12997.860352,12997.860352,4710030000
2020-09-17,12866.169922,12981.339844,12824.440430,12948.450195,12948.450195,4371940000
2020-09-18,12937.599609,12962.639648,12779.400391,12833.570313,12833.570313,7068700000
2020-09-21,12617.450195,12833.570313,12421.150391,12833.570313,12833.570313,4828350000
2020-09-22,12575.190430,12636.209961,12502.250000,12602.540039,12602.540039,3963300000
2020-09-23,12630.530273,12657.200195,12355.429688,12359.160156,12359.160156,4364500000
2020-09-24,12314.580078,12476.129883,12228.969727,12365.540039,12365.540039,4599470000
2020-09-25,12293.889648,12507.929688,12281.980469,12485.379883,12485.379883,3792220000
2020-09-28,12650.049805,12735.160156,12642.969727,12677.540039,12677.540039,3946060000
2020-09-29,12660.929688,12688.700195,12562.530273,12602.639648,12602.639648,3651880000
2020-09-30,12643.450195,12795.629883,12621.509766,12701.889648,12701.889648,4722530000
2020-10-01,12759.660156,12792.620117,12656.309570,12726.839844,12726.839844,4070530000
2020-10-02,12554.120117,12803.519531,12551.969727,12749.790039,12749.790039,3961550000
2020-10-05,12842.490234,12957.559570,12842.490234,12949.650391,12949.650391,3686920000
2020-10-06,12995.950195,13083.299805,12824.200195,12837.879883,12837.879883,4443380000
2020-10-07,12950.559570,13073.000000,12950.559570,13042.330078,13042.330078,3807830000
2020-10-08,13116.129883,13191.009766,13100.969727,13190.580078,13190.580078,3856190000
2020-10-09,13256.820313,13297.000000,13207.589844,13252.620117,13252.620117,3939060000
2020-10-12,13289.549805,13350.589844,13274.940430,13324.870117,13324.870117,3428970000
2020-10-13,13271.250000,13280.190430,13181.589844,13211.950195,13211.950195,3605150000
2020-10-14,13222.360352,13267.160156,13135.900391,13143.160156,13143.160156,3840630000
2020-10-15,12974.129883,13148.700195,12960.980469,13137.250000,13137.250000,3717640000
2020-10-16,13183.610352,13241.530273,13164.540039,13169.320313,13169.320313,4675890000
2020-10-19,13169.320313,13247.750000,12999.410156,13018.509766,13018.509766,4086200000
2020-10-20,13018.509766,13198.019531,13018.509766,13092.160156,13092.160156,3901260000
2020-10-21,13092.160156,13153.419922,13039.349609,13040.129883,13040.129883,4097750000
2020-10-22,13040.129883,13162.799805,13002.959961,13145.919922,13145.919922,4163630000
2020-10-23,13145.919922,13215.589844,13117.820313,13199.860352,13199.860352,3646570000
2020-10-26,13063.799805,13063.799805,12815.280273,12936.389648,12936.389648,3988080000
2020-10-27,12921.250000,12934.110352,12817.870117,12817.870117,12817.870117,3946990000
2020-10-28,12575.290039,12617.580078,12411.099609,12415.419922,12415.419922,5129860000
2020-10-29,12409.040039,12584.469727,12317.799805,12502.290039,12502.290039,4903070000
2020-10-30,12448.690430,12492.620117,12293.750000,12429.330078,12429.330078,4840450000
2020-11-02,12573.339844,12675.129883,12535.929688,12662.169922,12662.169922,4310590000
2020-11-03,12781.169922,12936.900391,12781.169922,12877.450195,12877.450195,4220070000
2020-11-04,12916.230469,13161.519531,12868.620117,12978.950195,12978.950195,4783040000
2020-11-05,13125.750000,13252.830078,13125.750000,13199.120117,13199.120117,4841190000
2020-11-06,13233.450195,13270.469727,13188.240234,13218.669922,13218.669922,4833950000
2020-11-09,13726.209961,13930.879883,13608.379883,13611.650391,13611.650391,8556610000
2020-11-10,13663.179688,13732.620117,13577.019531,13707.990234,13707.990234,6024230000
2020-11-11,13779.929688,13779.929688,13669.889648,13724.780273,13724.780273,4609970000
2020-11-12,13645.450195,13675.240234,13476.230469,13551.469727,13551.469727,4890120000
2020-11-13,13644.950195,13787.700195,13644.950195,13761.320313,13761.320313,4709670000
2020-11-16,13946.190430,13985.509766,13879.179688,13982.190430,13982.190430,5281980000
2020-11-17,13880.809570,13989.339844,13818.759766,13949.099609,13949.099609,4799570000
2020-11-18,13986.410156,14004.610352,13808.370117,13808.650391,13808.650391,5274450000
2020-11-19,13765.519531,13871.259766,13714.269531,13863.230469,13863.230469,4347200000
2020-11-20,13853.120117,13883.450195,13810.240234,13827.000000,13827.000000,4218970000
2020-11-23,13827.000000,14029.330078,13827.000000,13998.240234,13998.240234,5036290000
2020-11-24,14158.709961,14271.089844,14138.379883,14249.500000,14249.500000,6267570000
2020-11-25,14249.500000,14249.500000,14122.099609,14191.580078,14191.580078,4902560000
2020-11-27,14191.580078,14229.120117,14165.709961,14198.500000,14198.500000,2778450000
2020-11-30,14140.950195,14140.950195,13977.049805,14006.459961,14006.459961,6291400000
2020-12-01,14183.450195,14233.459961,14131.330078,14146.639648,14146.639648,5403660000
2020-12-02,14104.059570,14198.790039,14076.709961,14188.240234,14188.240234,5029620000
2020-12-03,14210.540039,14283.730469,14184.490234,14217.179688,14217.179688,5091760000
2020-12-04,14299.509766,14417.400391,14297.730469,14417.330078,14417.330078,5086370000
2020-12-07,14375.549805,14386.980469,14314.469727,14354.969727,14354.969727,4788560000
2020-12-08,14304.139648,14424.980469,14304.139648,14402.169922,14402.169922,4549670000
2020-12-09,14466.070313,14476.679688,14293.269531,14374.080078,14374.080078,5209940000
2020-12-10,14310.400391,14413.059570,14290.929688,14394.339844,14394.339844,4618240000
2020-12-11,14332.969727,14369.240234,14260.889648,14355.290039,14355.290039,4367150000
2020-12-14,14445.360352,14459.650391,14214.030273,14214.929688,14214.929688,4594920000
2020-12-15,14303.030273,14410.150391,14271.360352,14402.320313,14402.320313,4360280000
2020-12-16,14426.080078,14442.889648,14370.509766,14408.940430,14408.940430,4056950000
2020-12-17,14488.690430,14519.990234,14472.190430,14516.730469,14516.730469,4184930000
2020-12-18,14525.740234,14529.879883,14394.349609,14467.820313,14467.820313,7068340000
2020-12-21,14257.730469,14408.110352,14171.769531,14378.849609,14378.849609,4732160000
2020-12-22,14368.559570,14368.990234,14305.620117,14321.339844,14321.339844,4023940000
2020-12-23,14397.009766,14457.290039,14397.009766,14398.620117,14398.620117,3772630000
2020-12-24,14398.620117,14398.620117,14324.769531,14382.500000,14382.500000,1885090000
